Row.names	Subject	Vendor	Time	Group	Muribaculaceae	Faecalibaculum	Bacteroides-acidifaciens	Akkermansia-muciniphila	Parasutterella	Bacteroides	Lachnospiraceae-NK4A136-group	Alloprevotella	Parabacteroides-goldsteinii	Lachnospiraceae	Bacteroides-uniformis	Desulfovibrionaceae	Lachnospiraceae-bacterium-28-4	Clostridia-UCG-014	Oscillospiraceae	Lachnospiraceae-bacterium-10-1	Rikenellaceae-RC9-gut-group	Helicobacter-ganmani	Mucispirillum-schaedleri	Ruminococcus-sp.-N15.MGS-57	Escherichia-Shigella	Clostridia-vadinBB60-group	Alistipes	Colidextribacter	Parabacteroides	Oscillibacter	Ruminococcaceae	Anaerotruncus	Roseburia	Bacteroides-vulgatus-ATCC-8482	Odoribacter	Peptococcaceae	Rikenella	Lactobacillus	Lachnoclostridium	Blautia	Muribaculum	Bilophila	Desulfovibrio	Lachnospiraceae-UCG-006	Candidatus-Saccharimonas	Tuzzerella	Helicobacter-mastomyrinus	mouse-gut-metagenome	Gastranaerophilales	GCA-900066575	Bacteroides-caecimuris	Lachnospiraceae-bacterium-DW59	Dubosiella-newyorkensis	Parabacteroides-distasonis	Incertae-Sedis	Bifidobacterium-choerinum	Acetatifactor	Butyricimonas	UCG-009	Desulfovibrio-fairfieldensis	Lachnospiraceae-bacterium-595	Clostridiales-bacterium-CIEAF-020	Lachnospiraceae-FCS020-group	gut-metagenome	ASF356	Bacteroides-sartorii	Intestinimonas	Candidatus-Gastranaerophilales-bacterium-Zag_111	A2	Dubosiella	Burkholderiales-bacterium-YL45	Marvinbryantia	Dorea-sp.-5-2	UBA1819	Erysipelotrichaceae	Clostridium-sensu-stricto-1	Tannerellaceae	Negativibacillus	Bifidobacterium	Rikenellaceae	Helicobacter-hepaticus	Helicobacter	Family-XIII-AD3011-group	[Eubacterium]-xylanophilum-group	Parabacteroides-merdae	NK4A214-group	Clostridium-sp.-Culture-27	Bacteroides-stercorirosoris	Clostridium-sp.-Culture-54	Coriobacteriaceae-UCG-002	Turicibacter	Bacteroides-caccae	[Eubacterium]-coprostanoligenes-group	UCG-010	Prevotellaceae	Oscillospirales	Acutalibacter-muris	Alistipes-shahii	Lachnospiraceae-UCG-001	Harryflintia	Clostridium-sp.-Clone-49	Christensenellaceae	Eubacterium-sp.-14-2	Bacteroides-xylanisolvens	Erysipelatoclostridium	Clostridium-sp.-Clone-44	Streptococcus	Alistipes-inops	Lactobacillus-intestinalis	[Eubacterium]-nodatum-group	Clostridia	Clostridiales-bacterium-CIEAF-012	Peptococcus	Lactobacillus-murinus	Enterobacteriaceae	Parabacteroides-sp.	RF39	Prevotellaceae-UCG-001	Alistipes-sp.-cv1	Bacteroidales	Enterococcus	Clostridium-sp.-Culture-41	Rhodospirillales	Butyricicoccus	[Eubacterium]-fissicatena-group	Lachnospiraceae-bacterium-A4	Ruminococcus	[Eubacterium]-oxidoreducens-group	Brevinema	Monoglobus	UCG-003	Akkermansia	Klebsiella	Proteus	Faecalibaculum-rodentium	Enterorhabdus	[Clostridium]-leptum	Anaerovorax	Frisingicoccus	Eubacterium-plexicaudatum	Defluviitaleaceae-UCG-011	Malacoplasma-muris	[Eubacterium]-ventriosum-group	Bacteroides-nordii	UCG-005	Eisenbergiella	Anaeroplasma	Paludicola	Arcobacteraceae	[Acetivibrio]-ethanolgignens-group	Peptostreptococcaceae	Butyricimonas-virosa	Sphingobium	Flavonifractor	Alistipes-sp.-N15.MGS-157	Paraprevotella	Pasteurellaceae-bacterium	Bacteria	Parvibacter	[Clostridium]-aldenense	Butyricimonas-synergistica	Lachnospiraceae-bacterium-COE1	metagenome	Paenarthrobacter	Tyzzerella	[Ruminococcus]-torques-group	Parasutterella-excrementihominis	[Eubacterium]-brachy-group	Lysinibacillus	Christensenella-sp.-Marseille-P2437	Methyloprofundus	Lactococcus	Christensenella-minuta	[Clostridium]-innocuum-group	Megamonas	Candidatus-Soleaferrea	Christensenellaceae-R-7-group	Subdoligranulum	Alistipes-obesi	Faecalibacterium	Muribaculum-intestinale	Bacillus	Flavobacterium	Adlercreutzia-mucosicola	[Clostridium]-methylpentosum-group	Erysipelotrichaceae-UCG-003	Chloroplast	Alistipes-finegoldii	Anaerofilum	Butyricimonas-sp.-AT11	Streptomyces-sp.-Q1	Corynebacterium-propinquum	Cetobacterium	Clostridium-sp.-ND2	Anaerostipes	Morganella	Lachnospiraceae-AC2044-group	Micrococcaceae	Ruminiclostridium	Faecalitalea	Acetatifactor-muris	Adlercreutzia-muris	Nostoc-PCC-73102	Leuconostoc	Dialister-invisus-DSM-15470	Lachnospiraceae-UCG-010	Anaerotruncus-sp.-G3(2012)	Streptococcus-respiraculi	marine-metagenome	Dialister-sp.-Marseille-P5638	Corynebacterium-tuberculostearicum	Coprococcus	Streptococcus-danieliae	Allobaculum	Veillonella	UCG-007	Acinetobacter	Vagococcus-fluvialis	Anaerovoracaceae	Ethanoligenenaceae	[Eubacterium]-hallii-group	Vibrio	Nostocaceae	Rickettsia	Family-XIII-UCG-001	Anaerofustis	Rikenella-sp.-Marseille-P3215	Corynebacterium	Desmonostoc-PCC-7422	Oxalobacter-formigenes	Parabacteroides-sp.-CT06	Romboutsia	Dielma	Eggerthella	Lactobacillus-mucosae-LM1	Providencia-alcalifaciens	Candidatus-Stoquefichus	Lysobacter	Caproiciproducens	Brachybacterium	Megasphaera	human-gut-metagenome	Shewanella	Erysipelatoclostridium-ramosum	Subgroup-2	Alteromonas	Providencia	Clostridium-sp.-ASF356	Acinetobacter-sp.-CIP-56.2	Pedobacter	Elizabethkingia	Atopobiaceae	Holdemanella	Clostridiales-bacterium-CIEAF-026	Bosea	Verrucomicrobiaceae-bacterium-CHC8	Mucispirillum	Collinsella	Burkholderiales	Asticcacaulis	Sphingomonas	Endozoicomonas	Devosia	Prevotella	Bacteroides-faecichinchillae	Dyadobacter-fermentans	Rhizobiaceae	Anoxybacillus	Lactobacillales	Acidovorax	Enterobacterales	Lachnospiraceae-NC2004-group	Victivallis-vadensis	Pseudomonas	Burkholderia-Caballeronia-Paraburkholderia	Porphyromonas	Bacteroides-sp.-Smarlab-3302398	Rikenellaceae-bacterium-DTU002	Firmicutes	Sphingopyxis	Lachnospiraceae-bacterium-3-2	DNF00809	Rhodococcus	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	Cellulosimicrobium	Turicimonas-muris	Akkermansia-sp.-KLE1798	Bradyrhizobium	Catenibacterium	Dialister	Fusobacterium	Peptoniphilus	Xanthobacteraceae	Clostridium-isatidis	bacterium-enrichment-culture-clone-M153	Bacteroides-coprocola-DSM-17136	Mucilaginibacter	Fusicatenibacter	Bacilli	Clostridium-sp.-Clone-47	[Clostridium]-cocleatum	Candidatus-Arthromitus	Lactococcus-raffinolactis	[Ruminococcus]-gnavus-group	Pseudarthrobacter	Clostridiales-bacterium-CIEAF-021	Wolbachia	Vagococcus
sample492	GC2	Guangdong	19	Control	14241352.89	192625.9203	1503963.916	55565.1693	114834.6832	1029807.804	4941595.723	17767888.97	72234.7201	16728820.31	75939.06472	47410054.62	75939.06472	1713259.387	7942114.866	588990.7946	5004569.582	28058558.33	6301090.199	0	666782.0317	1348381.442	4626726.431	3989579.156	4947152.24	3083866.896	2972736.558	3756205.445	368582.2897	0	3648779.451	446373.5267	2885684.459	494530.0068	1322451.029	670486.3763	100017.3047	90756.4432	438964.8375	272269.3296	2383745.763	829773.1949	225965.0218	438964.8375	140765.0956	924233.9828	57417.34161	1257624.999	0	22226.06772	427851.8036	0	574173.4161	374138.8066	403773.5636	513051.7299	0	62973.85854	496382.1791	38895.61851	270417.1573	561208.21	524164.7638	0	103721.6494	0	0	0	131504.234	1150199.005	7408.689241	0	0	196330.2649	12965.20617	348208.3943	477860.456	357469.2559	57417.34161	114834.6832	0	55565.1693	0	220408.5049	283382.3635	0	20373.89541	0	0	35191.27389	66678.20317	7408.689241	114834.6832	0	61121.68623	29634.75696	0	7408.689241	0	0	0	0	22226.06772	272269.3296	177808.5418	24078.24003	0	24078.24003	14817.37848	0	14817.37848	0	0	3704.34462	35191.27389	0	24078.24003	0	0	46304.30775	0	0	0	0	0	16669.55079	79643.40934	0	0	46304.30775	0	0	0	29634.75696	0	59269.51392	0	25930.41234	0	0	0	46304.30775	0	0	0	0	0	0	20373.89541	0	0	0	11113.03386	0	0	0	0	20373.89541	0	0	0	0	0	7408.689241	0	0	0	0	12965.20617	0	12965.20617	64826.03085	7408.689241	0	0	0	0	0	0	0	0	0	0	16669.55079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1852.17231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3704.34462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1852.17231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3704.34462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5556.51693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample493	GC3	Guangdong	19	Control	33596395.36	119737.1257	8322651.289	77368.60428	71842.27541	3868430.214	1464477.153	24715584.85	99473.91979	7595017.987	289211.2113	4352905.046	31315.86364	2206847.332	3092902.062	206316.2781	12135818.21	2477637.447	55263.28877	20263.20588	280000.6631	4170536.193	5688434.524	1565793.182	10584761.91	512106.476	1882636.038	1379740.11	198947.8396	0	2879217.345	116052.9064	2000531.054	3234744.503	1385266.439	362895.5963	292895.4305	11052.65775	14736.87701	208158.3877	3360007.957	291053.3209	51579.06952	106842.3583	210000.4973	596843.5188	245000.5802	477106.3931	0	0	272632.2246	0	338948.1711	1440529.727	208158.3877	84737.04279	0	47894.85027	261579.5669	154737.2086	259737.4572	2031846.917	217368.9358	0	35000.08289	0	0	25789.53476	0	289211.2113	53421.17915	0	0	186053.0722	22105.31551	110526.5775	350000.8289	90263.37166	173158.3048	49736.9599	0	35000.08289	11052.65775	1436845.508	66315.94653	0	14736.87701	0	0	9210.548129	403422.008	7368.438503	0	0	0	0	0	58947.50803	0	0	12894.76738	0	35000.08289	322369.1845	197105.73	42368.52139	5526.328877	0	11052.65775	0	1842.109626	27631.64439	33157.97326	70000.16578	31315.86364	0	0	0	29473.75401	5526.328877	0	0	0	0	22105.31551	44210.63102	0	0	0	16578.98663	0	0	0	22105.31551	0	44210.63102	0	0	0	0	20263.20588	0	0	0	16578.98663	0	0	0	0	0	0	0	116052.9064	0	0	0	42368.52139	33157.97326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20263.20588	0	0	0	0	0	0	0	0	44210.63102	0	0	0	0	0	0	0	0	0	0	12894.76738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5526.328877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample494	GC4	Guangdong	19	Control	41229123.5	339450.7595	9776889.063	367738.3228	38895.39953	7259295.93	657685.8465	143771540.4	300555.36	3733958.355	243980.2334	7107250.277	0	661221.792	1980129.43	141437.8165	1630070.835	2977266.037	67182.96282	24751.61788	1039567.951	2202893.991	3072736.563	3638487.828	13906873.3	342986.7049	795587.7176	516248.0301	222764.5609	0	693045.3007	194476.9976	1195149.549	5452427.825	788515.8268	63647.01741	487960.4668	21215.67247	162653.4889	152045.6527	350058.5957	314699.1416	144973.7619	42431.34494	70718.90823	668293.6828	243980.2334	487960.4668	0	240444.288	35359.45412	0	60111.072	2613063.659	311163.1962	91934.5807	0	42431.34494	134365.9256	162653.4889	367738.3228	7170897.295	77790.79905	0	24751.61788	0	0	0	0	364202.3774	14143.78165	24751.61788	0	318235.087	28287.56329	49503.23576	922881.7524	67182.96282	49503.23576	0	0	31823.5087	0	1152718.204	0	14143.78165	0	0	0	0	717796.9185	35359.45412	0	0	141437.8165	0	0	35359.45412	0	0	81326.74447	0	31823.5087	120222.144	360666.432	31823.5087	31823.5087	24751.61788	7071.890823	0	0	0	0	148509.7073	35359.45412	0	0	0	60111.072	0	0	0	0	0	0	24751.61788	0	0	0	0	0	0	0	28287.56329	0	0	24751.61788	0	0	0	0	0	0	0	0	0	0	0	17679.72706	0	0	0	56575.12658	0	0	0	28287.56329	0	0	0	0	0	0	0	0	0	0	0	17679.72706	0	0	38895.39953	14143.78165	0	0	0	0	0	0	35359.45412	0	0	0	42431.34494	42431.34494	0	0	0	0	0	0	0	0	0	35359.45412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample495	GC5	Guangdong	19	Control	31413086.31	307648.2744	4248476.17	102549.4248	76912.0686	8670920.115	1684740.55	22939940.08	128186.781	8322984.567	146499.1783	13466936.96	25637.3562	2426392.64	3656985.738	362585.4663	27602276.43	4693467.425	243554.8839	12818.6781	3193682.087	3003233.155	12088013.45	1814758.571	10503991.08	1192137.063	1302011.447	2221293.791	1093250.118	0	1944776.592	166642.8153	701364.8161	3140576.135	1435691.947	192280.1715	320466.9525	20143.63702	84237.02752	131849.2605	3871240.786	624452.7475	97055.70562	0	320466.9525	419353.8979	325960.6717	109874.3837	0	0	291167.1169	0	100718.1851	3155226.052	184955.2126	197773.8907	0	0	333285.6306	109874.3837	95224.46589	2043663.537	67755.86996	0	115368.1029	12818.6781	0	16481.15756	241723.6442	774614.4052	21974.87674	42118.51376	0	108043.144	49443.47267	305817.0347	820395.3984	199605.1304	91561.98643	477953.5692	0	23806.11647	0	296660.836	51274.7124	0	54937.19186	0	0	0	177630.2537	0	0	0	51274.7124	32962.31512	0	115368.1029	0	0	0	0	29299.83566	851526.4738	648258.8639	54937.19186	31131.07539	10987.43837	0	0	0	0	12818.6781	14649.91783	43949.75349	0	42118.51376	0	0	23806.11647	0	0	0	0	16481.15756	32962.31512	32962.31512	0	0	65924.63023	0	0	0	10987.43837	0	34793.55484	0	23806.11647	0	0	7324.958915	0	0	0	7324.958915	0	0	12818.6781	18312.39729	0	0	0	18312.39729	0	0	0	14649.91783	0	0	16481.15756	53105.95213	0	0	9156.198643	0	0	0	18312.39729	10987.43837	0	0	12818.6781	0	0	36624.79457	0	0	0	0	27468.59593	0	0	0	18312.39729	21974.87674	0	0	0	0	0	0	0	0	0	7324.958915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample496	GR1	Guangdong	19	Resistant starch	58300258.99	29623500.23	4449818.789	143283.3616	3180354.988	1442207.293	397711.7606	21015785.76	74989.42287	4937250.038	70972.13236	2097025.647	16069.16204	2309942.044	445919.2467	83024.00389	2056852.742	1292228.448	68293.93869	0	294601.3041	258445.6895	8183220.771	214255.4939	1250716.446	127214.1995	230324.656	337452.4029	87041.2944	0	2359488.627	22764.64623	577150.7367	95075.87542	101771.3596	13390.96837	1363200.58	0	16069.16204	29460.13041	632053.707	73650.32603	139266.071	0	2170675.973	133909.6837	80345.81022	88380.39124	0	0	14730.06521	0	40172.90511	273175.7547	38833.80827	14730.06521	0	0	30799.22725	26781.93674	26781.93674	664192.0311	50885.6798	0	26781.93674	65615.74501	0	0	0	249072.0117	826222.7484	0	0	24103.74307	127214.1995	104449.5533	50885.6798	0	18747.35572	13390.96837	0	38833.80827	0	56242.06715	0	45529.29246	0	0	0	13390.96837	65615.74501	0	0	0	0	0	0	32138.32409	80345.81022	0	0	0	44190.19562	74989.42287	8034.581022	9373.677859	0	21425.54939	0	0	0	0	8034.581022	0	37494.71144	0	16069.16204	0	24103.74307	0	0	37494.71144	0	0	9373.677859	12051.87153	0	0	0	5356.387348	124536.0058	0	0	0	0	0	0	9373.677859	0	0	0	0	29460.13041	0	0	0	0	13390.96837	6695.484185	0	0	0	10712.7747	4017.290511	0	0	36155.6146	26781.93674	0	0	0	0	0	0	0	0	0	0	0	0	8034.581022	0	0	0	0	0	0	0	4017.290511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12051.87153	0	0	0	0	0	0	0	0	0	0	0	0	8034.581022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample497	GR2	Guangdong	19	Resistant starch	95477221.38	6848177.548	10481190.28	652501.4375	701902.1773	4275222.352	3373658.852	31807901.31	113210.0286	8112013.139	166727.4966	18267981.89	94684.75118	2677931.767	6979912.854	333454.9933	2239500.202	9194712.686	189369.5024	0	193486.2307	878921.4947	5166494.032	3600078.909	1827827.371	1663158.238	1926628.85	2177749.277	531057.9523	0	2303309.491	242886.9704	1173267.569	174960.9533	479598.8484	345805.1782	1228843.401	45284.01144	55575.83222	277879.1611	2272434.028	621625.9752	356096.999	0	1484080.557	1136217.014	156435.6759	113210.0286	0	53517.46806	129676.9418	0	94684.75118	594867.2411	368447.184	185252.7741	0	86451.29456	203778.0515	39108.91897	100859.8437	1912220.301	368447.184	0	67926.01715	18525.27741	0	0	137910.3985	1852527.741	224361.693	0	0	174960.9533	160552.4042	123501.8494	179077.6816	269645.7045	43225.64728	160552.4042	0	61750.92469	0	174960.9533	32933.8265	8233.456625	0	0	0	18525.27741	96743.11534	0	0	0	34992.19065	0	0	41167.28312	0	0	0	0	55575.83222	72042.74547	10291.82078	34992.19065	0	26758.73403	6175.092469	0	0	0	0	24700.36987	24700.36987	2058.364156	0	0	0	8233.456625	0	90568.02287	0	0	0	10291.82078	67926.01715	0	0	14408.54909	32933.8265	6175.092469	0	0	0	0	0	47342.37559	0	0	14408.54909	0	28817.09819	0	0	0	0	26758.73403	0	0	0	0	10291.82078	0	16466.91325	0	34992.19065	34992.19065	0	0	0	0	0	0	0	0	0	0	10291.82078	0	0	0	0	0	18525.27741	0	0	0	0	0	0	6175.092469	0	0	8233.456625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8233.456625	0	0	0	0	0	10291.82078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample498	GR3	Guangdong	19	Resistant starch	81769059.58	19797219.43	8941878.277	167195.785	2879482.963	3513175.63	1899013.854	18220212.27	72245.09227	3791835.271	127977.0206	10948227.7	26833.89141	6438069.794	1525403.52	229120.1498	2770083.252	2582246.012	55731.92832	0	138297.7481	893774.9986	5408061.193	1232294.86	2157032.041	348840.5884	1067163.22	1011431.292	441727.1356	0	2505872.629	82565.81974	959827.6544	544934.4103	276595.4961	146554.33	1830897.053	18577.30944	0	88758.25622	565575.8652	239440.8772	1484120.61	0	2187994.223	697681.1768	156875.0575	66052.65579	0	105271.4202	28898.03691	0	30962.1824	249761.6047	156875.0575	66052.65579	0	97014.83819	63988.5103	53667.78283	111463.8566	1242615.587	94950.6927	0	179580.6579	43347.05536	0	0	74309.23776	714194.3407	557319.2832	0	0	181644.8034	379802.7708	130041.1661	109399.7112	63988.5103	0	47475.34635	0	72245.09227	0	130041.1661	0	41282.90987	0	0	0	0	97014.83819	0	0	0	0	0	0	20641.45493	26833.89141	0	0	0	43347.05536	43347.05536	33026.32789	74309.23776	6192.43648	41282.90987	0	0	0	0	16513.16395	33026.32789	0	0	12384.87296	0	0	14449.01845	0	0	0	0	14449.01845	10320.72747	0	0	0	10320.72747	49539.49184	12384.87296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10320.72747	0	0	0	0	28898.03691	0	0	0	18577.30944	59860.21931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12384.87296	0	0	0	0	0	0	0	0	0	8256.581974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6192.43648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4128.290987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample499	GR4	Guangdong	19	Resistant starch	86359757.91	26003370.22	6950032.439	105691.7375	5111636.761	3862552.59	1468474.596	9784492.673	67258.37844	2272372.357	113698.6874	10449069.51	24020.84944	11864698.23	725429.6531	17568849.28	2121841.701	7462477.227	108894.5175	0	118502.8572	776674.132	3282849.424	379529.4212	1580571.893	265830.7338	441983.6297	365116.9115	153733.4364	0	1290720.31	81670.8881	643758.765	377928.0312	249816.8342	164943.1662	3065060.389	9608.339777	49643.08885	99286.17769	3918601.239	155334.8264	333089.1123	0	1193035.522	195369.5755	86475.05799	293054.3632	0	20818.06952	16013.89963	0	62454.20855	219390.4249	99286.17769	28825.01933	0	48041.69888	68859.7684	68859.7684	75265.32825	1787151.198	41636.13903	0	0	96083.39777	0	0	0	84873.66803	1031295.136	8006.949814	0	57650.03866	64055.59851	76866.71821	166544.5561	115300.0773	51244.47881	32027.79926	0	38433.35911	0	120104.2472	0	60852.81859	20818.06952	0	0	169747.3361	57650.03866	0	0	0	16013.89963	0	0	16013.89963	0	0	0	0	19216.67955	41636.13903	0	38433.35911	32027.79926	28825.01933	0	0	0	0	6405.559851	11209.72974	44838.91896	0	19216.67955	0	35230.57918	0	0	0	0	0	6405.559851	6405.559851	0	0	0	0	126509.8071	0	0	6405.559851	0	0	0	0	0	0	14412.50967	19216.67955	30426.40929	6405.559851	0	0	0	19216.67955	0	0	0	0	40034.74907	0	0	0	28825.01933	0	0	0	0	0	0	0	0	0	0	0	14412.50967	0	0	0	0	0	14412.50967	0	0	0	0	8006.949814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3202.779926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample5	SC5	Shanghai	0	Control	11695.46251	168934.4585	23390.92502	0	6059549.077	23149218.8	12074915.3	15593.95002	30354923.2	9854076.915	0	15593.95002	22950395.94	36385.88337	2393671.328	0	10395.96668	5197.983339	1924553.331	16893.44585	83167.73342	1413851.468	0	1133160.368	145543.5335	1590582.902	1420348.947	1924553.331	615961.0256	3672375.229	0	5903609.577	0	6497.479173	664042.3715	1893365.431	0	0	0	256000.6794	0	1675050.131	0	49380.84172	0	615961.0256	0	0	0	0	835575.8217	0	786194.98	0	45482.35421	0	0	0	285889.0836	32487.39587	67573.7834	0	210518.3252	0	409341.1879	0	0	131249.0793	0	0	57177.81673	268995.6378	57177.81673	471716.988	14294.45418	0	0	0	57177.81673	16893.44585	0	9096.470843	14294.45418	0	0	0	550986.2339	0	0	53279.32922	0	0	24690.42086	0	0	64974.79173	0	46781.85005	20791.93336	23390.92502	59776.8084	0	15593.95002	0	829078.3425	66274.28757	0	37685.37921	67573.7834	145543.5335	0	0	0	0	0	0	0	0	0	15593.95002	0	0	0	0	0	18192.94169	0	0	0	0	0	0	3898.487504	29888.4042	0	231310.2586	29888.4042	0	32487.39587	0	6497.479173	0	0	0	0	102660.1709	63675.2959	0	0	0	0	0	0	0	0	0	0	0	0	11695.46251	0	0	0	3898.487504	0	0	0	7796.975008	0	0	0	0	7796.975008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36385.88337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6497.479173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sample50	SI5	Shanghai	2	Inulin	42967.12766	12260065.65	3021.126164	5035.210273	13784055.96	13068720.42	1162126.531	4028.168218	8933805.747	1543124.108	0	2349.764794	427321.5118	46995.29588	106410.7771	8056.336437	2685.445479	0	172875.5527	9399.059176	27861.49684	33232.3878	0	26518.7741	55722.99369	29875.58095	39946.0015	62436.60738	39610.32081	1538760.259	0	361192.4169	0	4363.848903	15441.3115	141657.249	0	0	0	37596.2367	0	31553.98438	0	40617.36287	0	61765.24601	0	0	0	0	1678.403424	0	149377.9048	0	0	0	0	0	7384.975067	2685.445479	9399.059176	0	0	0	38603.27876	0	0	0	0	0	0	0	16448.35356	7384.975067	6377.933012	0	0	0	0	0	0	0	272908.3968	0	17119.71493	0	0	0	0	1342.722739	0	0	0	0	0	3356.806849	0	0	0	12420.18534	73849.75067	0	5035.210273	0	14098.58876	0	0	0	0	0	335.6806849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68143.17903	0	0	0	0	0	0	0	0	0	0	0	0	0	3692.487533	0	0	0	0	335.6806849	0	0	0	0	0	4028.168218	0	0	1007.042055	0	0	0	0	0	0	0	0	0	671.3613697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335.6806849	0	0	0	0	0	0	0	0	0	0	0	0	0	1342.722739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1342.722739	0	0	0	0	0	0	0	0	0	0	0	0
